timestamp,views
2015103000,3935
2015103100,3485
2015110100,2742
2015110200,2566
2015110300,2364
2015110400,2341
2015110500,1988
2015110600,1968
2015110700,1931
2015110800,1866
2015110900,1918
2015111000,1794
2015111100,1585
2015111200,1655
2015111300,1522
2015111400,1355
2015111500,1452
2015111600,1556
2015111700,1418
2015111800,1536
2015111900,2647
2015112000,4549
2015112100,2275
2015112200,2194
2015112300,2028
2015112400,1818
2015112500,1881
2015112600,2501
2015112700,4318
2015112800,3470
2015112900,3237
2015113000,2914
2015120100,2764
2015120200,2659
2015120300,2440
2015120400,2321
2015120500,2549
2015120600,2481
2015120700,2515
2015120800,2312
2015120900,1921
2015121000,2034
2015121100,2038
2015121200,1971
2015121300,2342
2015121400,2821
2015121500,2849
2015121600,2771
2015121700,2610
2015121800,2634
2015121900,2443
2015122000,2739
2015122100,2833
2015122200,2536
2015122300,2488
2015122400,2346
2015122500,3475
2015122600,3669
2015122700,5447
2015122800,6514
2015122900,6052
2015123000,5098
2015123100,5418
2016010100,6346
2016010200,6538
2016010300,7157
2016010400,7204
2016010500,6184
2016010600,5640
2016010700,5511
2016010800,6849
2016010900,6310
2016011000,9244
2016011100,6711
2016011200,7519
2016011300,7086
2016011400,7662
2016011500,7769
2016011600,8999
2016011700,11333
2016011800,11209
2016011900,12814
2016012000,15114
2016012100,17705
2016012200,34727
